Team,Game_ID,Home,Average Starting Field Position,Big Plays,Median Pass Yards,Median Rush Yards,Number Of Runs,Sacks,Time Of Possession,Total Points
MIA,2012112507,True,16.909090909090907,13.0,8.0,4.0,27.0,1.0,1677.0,24.0
TB,2012112506,True,18.200000000000003,6.0,5.0,2.0,21.0,2.0,1838.0,23.0
CHI,2012112505,True,30.0,2.0,6.5,3.0,39.0,1.0,2221.0,28.0
SD,2012112508,True,21.818181818181813,4.0,3.0,4.0,23.0,6.0,2091.0,13.0
ARI,2012112510,True,25.5,5.0,5.0,2.0,23.0,2.0,1911.0,17.0
NO,2012112509,True,28.090909090909093,3.0,2.0,3.0,19.0,5.0,1794.0,21.0
NYG,2012112511,True,29.57142857142857,8.0,0.0,4.0,30.0,1.0,1873.0,38.0
PHI,2012112600,True,28.599999999999994,4.0,5.0,4.5,26.0,1.0,1488.0,22.0
ATL,2012112900,True,23.0,7.0,0.0,3.5,20.0,1.0,1576.0,23.0
CHI,2012120200,True,21.111111111111114,5.0,7.0,3.0,32.0,1.0,1072.0,17.0
TEN,2012120208,True,18.799999999999997,10.0,0.0,3.0,17.0,6.0,1572.0,10.0
MIA,2012120207,True,23.33333333333333,7.0,0.0,4.0,27.0,3.0,1596.0,16.0
BUF,2012120206,True,31.0,5.0,0.0,3.0,45.0,0.0,,34.0
DET,2012120205,True,26.230769230769226,5.0,3.0,3.0,29.0,0.0,2258.0,33.0
KC,2012120204,True,22.0,7.0,5.0,2.0,43.0,1.0,2233.0,27.0
GB,2012120201,True,26.75,5.0,7.0,3.0,36.0,2.0,2310.0,23.0
STL,2012120202,True,18.66666666666667,4.0,5.0,2.0,27.0,2.0,1236.0,14.0
NYJ,2012120203,True,22.75,4.0,0.0,4.0,43.0,3.0,2288.0,7.0
DEN,2012120209,True,31.272727272727266,3.0,5.0,4.0,27.0,0.0,2007.0,30.0
BAL,2012120210,True,24.33333333333333,4.0,0.0,4.0,20.0,3.0,1539.0,20.0
SD,2012120212,True,16.14285714285714,5.0,0.0,3.0,11.0,4.0,1602.0,12.0
OAK,2012120211,True,22.57142857142857,6.0,4.0,4.0,17.0,1.0,1650.0,17.0
DAL,2012120213,True,29.0,10.0,8.0,2.0,32.0,2.0,1986.0,37.0
WAS,2012120300,True,25.285714285714292,7.0,7.0,4.5,30.0,0.0,1607.0,17.0
OAK,2012120600,True,17.111111111111114,4.0,5.5,2.0,15.0,1.0,1361.0,13.0
WAS,2012120900,True,25.0,11.0,5.5,4.0,36.0,3.0,2031.0,31.0
CIN,2012120909,True,28.66666666666667,8.0,3.5,3.0,19.0,5.0,1789.0,19.0
BUF,2012120908,True,27.63636363636364,7.0,3.0,1.5,20.0,5.0,1836.0,12.0
TB,2012120907,True,33.41666666666667,8.0,0.0,4.0,32.0,2.0,1802.0,21.0
CAR,2012120906,True,25.375,10.0,6.0,3.0,30.0,1.0,2147.0,30.0
CLE,2012120901,True,27.125,9.0,3.0,3.0,33.0,3.0,2009.0,29.0
PIT,2012120902,True,18.57142857142857,8.0,1.0,4.0,17.0,2.0,1395.0,24.0
IND,2012120903,True,19.888888888888886,6.0,0.0,3.0,27.0,4.0,1883.0,26.0
JAC,2012120904,True,26.272727272727266,4.0,0.0,3.0,24.0,3.0,1769.0,10.0
MIN,2012120905,True,18.33333333333333,4.0,1.0,3.0,35.0,1.0,1698.0,20.0
SF,2012120910,True,29.125,7.0,3.0,4.0,25.0,4.0,1832.0,27.0
SEA,2012120912,True,29.25,16.0,0.0,4.0,41.0,1.0,2067.0,56.0
NYG,2012120911,True,48.45454545454545,6.0,6.0,3.0,25.0,0.0,1772.0,52.0
GB,2012120913,True,35.42857142857143,7.0,0.0,4.0,24.0,3.0,1366.0,26.0
NE,2012121000,True,25.299999999999997,6.0,4.0,4.0,33.0,1.0,1818.0,42.0
PHI,2012121300,True,25.909090909090907,3.0,0.0,2.0,19.0,1.0,1347.0,13.0
CHI,2012121600,True,34.22222222222223,3.0,0.0,2.0,23.0,4.0,1597.0,13.0
HOU,2012121607,True,23.444444444444443,7.0,5.5,3.5,32.0,3.0,1986.0,28.0
BAL,2012121606,True,28.599999999999994,4.0,0.0,2.0,18.0,3.0,1286.0,17.0
MIA,2012121605,True,20.14285714285714,6.0,5.0,3.0,33.0,1.0,2138.0,24.0
CLE,2012121604,True,26.16666666666667,6.0,1.0,2.0,15.0,2.0,1423.0,21.0
STL,2012121603,True,18.91666666666667,9.0,5.5,3.5,18.0,4.0,1773.0,22.0
NO,2012121602,True,30.0,10.0,4.0,3.0,25.0,1.0,1908.0,41.0
ATL,2012121601,True,25.33333333333333,6.0,8.0,3.0,35.0,1.0,2337.0,34.0
BUF,2012121610,True,22.66666666666667,8.0,1.0,4.0,21.0,3.0,,17.0
SD,2012121609,True,22.700000000000003,2.0,3.0,3.5,16.0,6.0,1338.0,7.0
ARI,2012121608,True,36.36363636363637,3.0,3.0,2.0,29.0,1.0,1726.0,36.0
OAK,2012121612,True,17.375,6.0,6.0,2.0,45.0,0.0,2406.0,15.0
DAL,2012121611,True,26.08333333333333,8.0,7.0,3.0,19.0,1.0,2059.0,27.0
NE,2012121613,True,19.08333333333333,8.0,5.0,3.0,24.0,3.0,1787.0,34.0
TEN,2012121700,True,22.66666666666667,5.0,1.0,2.0,29.0,4.0,1784.0,14.0
DET,2012122200,True,20.63636363636364,11.0,5.0,3.0,22.0,0.0,1868.0,18.0
CAR,2012122301,True,15.0,5.0,2.0,3.0,25.0,2.0,1855.0,17.0
MIA,2012122302,True,34.14285714285714,4.0,0.0,4.0,33.0,2.0,1817.0,24.0
PIT,2012122303,True,20.099999999999994,5.0,0.0,3.0,30.0,4.0,1902.0,10.0
JAC,2012122304,True,27.799999999999997,11.0,4.0,4.0,23.0,1.0,1950.0,16.0
KC,2012122305,True,17.41666666666667,10.0,0.0,4.0,43.0,1.0,1940.0,13.0
DAL,2012122306,True,20.727272727272734,7.0,5.5,5.0,11.0,2.0,1348.0,31.0
PHI,2012122307,True,22.875,7.0,4.5,4.5,22.0,5.0,1837.0,20.0
TB,2012122308,True,25.66666666666667,6.0,1.0,4.0,22.0,5.0,2159.0,13.0
NYJ,2012122314,True,28.769230769230774,4.0,0.0,2.0,23.0,11.0,1791.0,17.0
GB,2012122300,True,37.44444444444444,8.0,8.0,3.0,32.0,1.0,2064.0,55.0
HOU,2012122310,True,20.900000000000006,5.0,0.0,2.0,15.0,4.0,1514.0,6.0
DEN,2012122311,True,27.555555555555557,6.0,6.0,3.0,31.0,0.0,2020.0,34.0
ARI,2012122312,True,26.933333333333337,4.0,1.0,2.0,19.0,4.0,1915.0,12.0
BAL,2012122309,True,30.181818181818187,10.0,6.0,4.0,41.0,0.0,2361.0,33.0
SEA,2012122313,True,28.85714285714286,5.0,6.0,3.0,35.0,1.0,2109.0,41.0
ATL,2012123010,True,25.454545454545453,4.0,4.0,3.0,16.0,2.0,1675.0,17.0
BUF,2012123000,True,23.75,7.0,0.0,3.0,31.0,0.0,1660.0,27.0
CIN,2012123002,True,37.27272727272727,2.0,1.0,3.0,19.0,2.0,1461.0,22.0
PIT,2012123003,True,17.33333333333333,0.0,1.0,2.0,26.0,2.0,1821.0,24.0
DET,2012123008,True,17.454545454545453,8.0,5.0,4.0,20.0,1.0,1551.0,24.0
TEN,2012123005,True,29.625,5.0,4.0,2.0,34.0,2.0,1659.0,34.0
NYG,2012123006,True,22.0,11.0,7.0,4.5,32.0,1.0,1895.0,42.0
NO,2012123011,True,20.181818181818187,9.0,5.0,1.5,18.0,2.0,1565.0,37.0
IND,2012123004,True,38.857142857142854,5.0,0.0,2.5,30.0,1.0,1869.0,28.0
MIN,2012123009,True,27.888888888888886,11.0,2.0,3.0,37.0,1.0,1911.0,37.0
SEA,2012123015,True,28.5,10.0,6.0,3.5,28.0,6.0,1969.0,20.0
NE,2012123001,True,27.5,8.0,8.0,3.0,38.0,1.0,2138.0,28.0
DEN,2012123012,True,22.66666666666667,9.0,9.0,3.0,40.0,0.0,2250.0,38.0
SD,2012123013,True,37.4,2.0,7.0,3.0,31.0,2.0,1902.0,24.0
SF,2012123014,True,23.888888888888886,9.0,5.0,2.0,35.0,1.0,2163.0,27.0
WAS,2012123007,True,24.625,8.0,0.0,4.0,42.0,1.0,2006.0,28.0
DEN,2013090500,True,31.933333333333337,10.0,5.0,2.0,21.0,3.0,1572.0,49.0
BUF,2013090800,True,20.58333333333333,5.0,5.5,3.0,34.0,0.0,,20.0
PIT,2013090809,True,23.75,3.0,2.0,2.0,15.0,5.0,1559.0,9.0
NO,2013090808,True,20.0,7.0,7.0,3.0,27.0,2.0,2111.0,23.0
NYJ,2013090807,True,21.08333333333333,6.0,4.0,2.0,29.0,5.0,1942.0,18.0
JAC,2013090806,True,22.625,2.0,0.0,2.0,23.0,6.0,1710.0,2.0
CAR,2013090801,True,20.714285714285708,2.0,6.0,4.0,25.0,1.0,1786.0,7.0
CHI,2013090802,True,31.42857142857143,7.0,4.5,2.0,26.0,0.0,1890.0,24.0
CLE,2013090803,True,23.818181818181813,6.0,0.0,2.0,13.0,6.0,1633.0,10.0
DET,2013090804,True,30.400000000000006,5.0,5.0,3.0,31.0,1.0,2179.0,34.0
IND,2013090805,True,21.83333333333333,5.0,5.0,3.0,24.0,4.0,1633.0,21.0
SF,2013090811,True,27.181818181818187,11.0,8.0,2.0,34.0,2.0,2315.0,34.0
STL,2013090810,True,16.444444444444443,3.0,5.0,3.0,25.0,0.0,1715.0,27.0
DAL,2013090812,True,30.727272727272734,4.0,4.0,3.0,22.0,2.0,2230.0,35.0
WAS,2013090900,True,15.416666666666671,5.0,6.0,4.0,18.0,3.0,1613.0,26.0
SD,2013090901,True,19.125,4.0,0.0,2.5,20.0,2.0,1409.0,28.0
NE,2013091200,True,31.84615384615384,2.0,0.0,1.0,23.0,1.0,1560.0,13.0
ATL,2013091500,True,22.63636363636364,5.0,6.0,1.5,16.0,2.0,1817.0,30.0
PHI,2013091508,True,25.888888888888886,11.0,5.0,4.0,20.0,1.0,1183.0,30.0
KC,2013091507,True,27.444444444444443,7.0,3.0,3.0,25.0,4.0,1693.0,17.0
IND,2013091506,True,19.444444444444443,9.0,3.0,4.0,26.0,3.0,1834.0,20.0
HOU,2013091505,True,30.57142857142857,11.0,1.0,2.0,29.0,2.0,1088.0,30.0
GB,2013091504,True,24.77777777777777,13.0,7.5,3.0,21.0,4.0,1949.0,38.0
BAL,2013091501,True,27.272727272727266,5.0,4.0,2.0,33.0,2.0,1835.0,14.0
BUF,2013091502,True,18.727272727272734,7.0,3.0,3.0,32.0,1.0,1579.0,24.0
CHI,2013091503,True,35.7,5.0,6.0,3.0,25.0,1.0,1834.0,30.0
TB,2013091510,True,15.875,8.0,0.0,2.0,33.0,1.0,1644.0,13.0
ARI,2013091509,True,26.888888888888886,7.0,4.0,2.0,23.0,1.0,1879.0,25.0
OAK,2013091512,True,33.58333333333333,7.0,2.5,3.0,34.0,3.0,1908.0,19.0
NYG,2013091511,True,27.785714285714292,6.0,3.5,1.0,19.0,1.0,1918.0,23.0
SEA,2013091513,True,39.22222222222222,7.0,0.0,3.0,45.0,4.0,2203.0,29.0
CIN,2013091600,True,24.700000000000003,4.0,4.0,3.5,34.0,0.0,2134.0,20.0
PHI,2013091900,True,20.36363636363636,10.0,0.0,4.0,29.0,5.0,1253.0,16.0
BAL,2013092200,True,12.857142857142861,4.0,4.0,1.0,31.0,2.0,1764.0,28.0
CAR,2013092210,True,25.83333333333333,9.0,3.5,2.5,44.0,1.0,2206.0,38.0
WAS,2013092209,True,22.83333333333333,6.0,6.0,3.5,22.0,2.0,1867.0,19.0
TEN,2013092208,True,18.33333333333333,8.0,5.0,4.0,29.0,2.0,1880.0,20.0
NO,2013092207,True,24.900000000000006,9.0,5.0,4.0,20.0,4.0,2131.0,31.0
NE,2013092206,True,26.400000000000006,5.0,5.0,2.0,27.0,3.0,1838.0,23.0
CIN,2013092201,True,27.400000000000006,6.0,5.5,3.0,22.0,4.0,1681.0,33.0
DAL,2013092202,True,29.0,9.0,8.0,3.0,34.0,1.0,2001.0,31.0
MIN,2013092204,True,25.615384615384613,4.0,2.5,4.0,31.0,6.0,1868.0,27.0
MIA,2013092203,True,30.888888888888886,5.0,4.0,3.0,14.0,5.0,1371.0,27.0
NYJ,2013092205,True,18.538461538461533,11.0,4.0,3.0,41.0,0.0,2053.0,27.0
SF,2013092211,True,17.099999999999994,6.0,0.0,3.0,22.0,3.0,1415.0,7.0
SEA,2013092212,True,30.400000000000006,11.0,8.0,4.0,34.0,2.0,1955.0,45.0
PIT,2013092213,True,25.230769230769226,13.0,6.0,2.0,21.0,3.0,1704.0,23.0
DEN,2013092300,True,31.400000000000006,7.0,9.0,5.0,33.0,1.0,2124.0,37.0
STL,2013092600,True,22.07692307692308,4.0,0.0,2.0,17.0,5.0,1691.0,11.0
BUF,2013092900,True,26.0,7.0,0.0,4.0,50.0,2.0,,23.0
TB,2013092907,True,18.63636363636364,3.0,0.0,2.5,30.0,2.0,2045.0,10.0
MIN,2013092906,True,24.299999999999997,4.0,6.0,4.0,24.0,1.0,1413.0,34.0
KC,2013092905,True,23.888888888888886,7.0,3.5,3.0,25.0,1.0,2156.0,30.0
JAC,2013092904,True,19.727272727272734,2.0,0.0,2.5,18.0,4.0,1401.0,3.0
HOU,2013092903,True,16.75,10.0,5.0,3.0,35.0,4.0,2393.0,20.0
CLE,2013092901,True,20.42857142857143,4.0,2.0,3.0,27.0,3.0,1828.0,17.0
DET,2013092902,True,35.0,8.0,5.0,3.0,27.0,1.0,1909.0,39.0
TEN,2013092908,True,28.799999999999997,5.0,3.5,2.0,29.0,2.0,1838.0,37.0
OAK,2013092910,True,25.5,6.0,1.0,3.0,26.0,7.0,1942.0,13.0
DEN,2013092909,True,32.375,4.0,7.0,4.0,32.0,1.0,2002.0,51.0
SD,2013092911,True,23.555555555555557,8.0,7.0,4.0,27.0,1.0,2043.0,30.0
ATL,2013092912,True,26.22222222222223,8.0,4.5,4.0,15.0,2.0,1760.0,23.0
NO,2013093000,True,29.75,11.0,9.0,3.0,21.0,2.0,2029.0,38.0
CLE,2013100300,True,32.16666666666667,5.0,0.0,2.0,30.0,5.0,1943.0,35.0
CIN,2013100601,True,19.090909090909093,8.0,4.0,3.0,37.0,4.0,2056.0,13.0
GB,2013100602,True,22.77777777777777,7.0,4.0,3.0,32.0,1.0,1939.0,22.0
IND,2013100603,True,19.0,6.0,0.0,4.0,27.0,2.0,1718.0,33.0
MIA,2013100604,True,24.41666666666667,6.0,0.0,0.0,11.0,6.0,1424.0,22.0
CHI,2013100600,True,18.66666666666667,7.0,8.0,5.0,19.0,3.0,1428.0,18.0
NYG,2013100605,True,21.64285714285714,6.0,0.0,4.0,17.0,1.0,1673.0,21.0
TEN,2013100607,True,27.692307692307693,5.0,0.0,2.0,21.0,3.0,1721.0,17.0
STL,2013100606,True,20.700000000000003,6.0,0.5,4.0,33.0,2.0,2119.0,33.0
ARI,2013100608,True,27.42857142857143,4.0,5.0,2.0,25.0,2.0,1736.0,22.0
DAL,2013100609,True,19.66666666666667,12.0,5.5,2.0,15.0,4.0,1646.0,48.0
SF,2013100611,True,24.599999999999994,7.0,0.0,3.0,33.0,1.0,1568.0,33.0
OAK,2013100610,True,24.714285714285708,6.0,5.0,3.5,26.0,4.0,1745.0,26.0
ATL,2013100700,True,25.444444444444443,4.0,5.0,2.0,22.0,2.0,2127.0,28.0
CHI,2013101000,True,22.33333333333333,5.0,6.0,2.0,29.0,0.0,1975.0,26.0
BAL,2013101300,True,28.83333333333333,6.0,0.0,0.5,22.0,5.0,1718.0,17.0
BUF,2013101301,True,23.299999999999997,6.0,0.0,3.0,31.0,5.0,,24.0
CLE,2013101302,True,18.545454545454547,5.0,3.0,2.0,21.0,2.0,1591.0,17.0
HOU,2013101303,True,32.55555555555556,7.0,5.0,3.5,30.0,5.0,2110.0,13.0
MIN,2013101305,True,16.66666666666667,4.0,3.0,6.0,13.0,3.0,1413.0,10.0
KC,2013101304,True,28.200000000000003,4.0,0.0,4.0,27.0,3.0,1560.0,23.0
NYJ,2013101306,True,33.15384615384616,3.0,0.0,3.0,20.0,3.0,1451.0,6.0
TB,2013101307,True,26.727272727272734,5.0,3.5,2.0,21.0,2.0,2026.0,20.0
DEN,2013101308,True,19.25,8.0,4.0,2.0,27.0,0.0,1725.0,35.0
SEA,2013101309,True,24.85714285714286,8.0,5.5,4.0,30.0,2.0,2002.0,20.0
NE,2013101310,True,22.66666666666667,9.0,0.5,4.0,35.0,5.0,1887.0,30.0
SF,2013101311,True,25.0,7.0,3.0,3.0,37.0,2.0,2059.0,32.0
DAL,2013101312,True,30.5,2.0,5.0,2.0,19.0,1.0,1528.0,30.0
SD,2013101400,True,22.375,3.0,7.0,3.0,37.0,2.0,2311.0,19.0
ARI,2013101700,True,24.77777777777777,3.0,3.0,1.0,18.0,7.0,1935.0,22.0
ATL,2013102000,True,27.111111111111114,6.0,8.0,2.0,15.0,0.0,1331.0,30.0
WAS,2013102009,True,22.08333333333333,13.0,5.5,4.0,43.0,1.0,2033.0,44.0
PHI,2013102008,True,18.384615384615387,3.0,0.0,3.0,23.0,3.0,1427.0,3.0
NYJ,2013102007,True,25.57142857142857,7.0,0.0,3.0,51.0,4.0,2768.0,29.0
MIA,2013102006,True,24.75,5.0,0.0,3.0,25.0,2.0,1782.0,21.0
JAC,2013102004,True,23.5,6.0,5.0,3.0,17.0,6.0,1350.0,6.0
CAR,2013102001,True,27.0,7.0,10.0,2.5,34.0,2.0,2000.0,29.0
DET,2013102002,True,21.111111111111114,7.0,3.5,2.0,25.0,0.0,2071.0,24.0
TEN,2013102010,True,24.75,8.0,4.0,5.0,13.0,3.0,1454.0,17.0
KC,2013102005,True,23.799999999999997,7.0,4.5,3.0,29.0,2.0,1932.0,17.0
PIT,2013102011,True,28.714285714285708,4.0,5.0,4.5,28.0,3.0,1858.0,19.0
GB,2013102003,True,33.0,5.0,5.0,3.5,28.0,1.0,2000.0,31.0
IND,2013102012,True,35.25,6.0,1.0,2.0,30.0,2.0,1897.0,39.0
NYG,2013102100,True,35.727272727272734,2.0,1.0,2.0,31.0,2.0,2182.0,23.0
TB,2013102400,True,19.090909090909093,4.0,2.0,2.0,14.0,3.0,1525.0,13.0
JAC,2013102701,True,20.375,2.0,5.0,3.0,25.0,0.0,1891.0,10.0
KC,2013102702,True,23.63636363636364,7.0,3.0,4.0,28.0,6.0,2165.0,23.0
NE,2013102703,True,25.875,4.0,0.0,3.5,34.0,3.0,1501.0,27.0
NO,2013102704,True,27.42857142857143,6.0,6.5,2.0,23.0,4.0,1950.0,35.0
DET,2013102700,True,22.15384615384616,16.0,6.0,4.0,29.0,1.0,2111.0,31.0
PHI,2013102705,True,20.818181818181813,1.0,5.0,3.0,19.0,4.0,1315.0,6.0
OAK,2013102706,True,30.0,3.0,0.0,2.0,37.0,2.0,1801.0,21.0
CIN,2013102707,True,30.0,5.0,6.0,3.0,25.0,1.0,1603.0,47.0
ARI,2013102708,True,19.85714285714286,7.0,5.0,2.0,30.0,3.0,1542.0,27.0
DEN,2013102709,True,22.818181818181813,5.0,6.5,3.0,30.0,2.0,1920.0,44.0
MIN,2013102710,True,34.5,6.0,3.5,5.0,19.0,3.0,1146.0,31.0
STL,2013102800,True,26.727272727272734,11.0,0.0,4.0,37.0,3.0,2285.0,9.0
MIA,2013103100,True,16.900000000000006,4.0,5.0,4.0,30.0,3.0,1700.0,21.0
CAR,2013110301,True,30.875,6.0,4.0,3.0,33.0,1.0,2185.0,33.0
DAL,2013110302,True,22.25,7.0,4.0,2.0,9.0,3.0,1713.0,26.0
NYJ,2013110303,True,21.85714285714286,7.0,0.0,3.0,35.0,2.0,1828.0,26.0
STL,2013110304,True,22.900000000000006,5.0,3.0,3.0,32.0,2.0,1971.0,21.0
BUF,2013110300,True,16.58333333333333,9.0,0.0,3.0,38.0,0.0,1814.0,13.0
WAS,2013110305,True,17.799999999999997,11.0,6.0,3.0,39.0,0.0,1497.0,30.0
OAK,2013110306,True,20.85714285714286,10.0,1.5,4.0,33.0,3.0,2274.0,20.0
SEA,2013110307,True,31.200000000000003,12.0,6.0,4.0,34.0,0.0,1807.0,27.0
CLE,2013110308,True,30.58333333333333,5.0,3.0,2.0,28.0,3.0,1850.0,24.0
NE,2013110309,True,25.33333333333333,12.0,7.0,4.0,34.0,3.0,1728.0,55.0
HOU,2013110310,True,23.545454545454547,9.0,5.5,4.0,33.0,1.0,2167.0,24.0
GB,2013110400,True,31.16666666666667,7.0,0.0,3.0,29.0,5.0,1609.0,20.0
MIN,2013110700,True,34.66666666666667,10.0,4.5,2.5,22.0,1.0,1439.0,34.0
GB,2013111003,True,22.555555555555557,6.0,6.0,2.0,30.0,1.0,2064.0,13.0
TEN,2013111007,True,20.07692307692308,4.0,4.0,3.0,27.0,1.0,1836.0,27.0
PIT,2013111006,True,27.454545454545453,7.0,0.0,3.0,33.0,4.0,2116.0,23.0
NYG,2013111005,True,21.0,4.0,0.0,4.0,35.0,3.0,1922.0,23.0
IND,2013111004,True,27.0,6.0,4.0,1.0,13.0,3.0,1762.0,8.0
ATL,2013111000,True,18.0,3.0,2.0,3.0,15.0,2.0,1470.0,10.0
BAL,2013111001,True,30.555555555555557,2.0,0.0,2.5,30.0,5.0,1888.0,20.0
CHI,2013111002,True,22.625,5.0,0.0,2.0,21.0,2.0,1895.0,19.0
SF,2013111008,True,23.272727272727266,4.0,0.0,3.0,24.0,6.0,1677.0,9.0
ARI,2013111009,True,23.91666666666667,6.0,7.0,3.0,27.0,1.0,1868.0,26.0
SD,2013111010,True,25.0,6.0,2.0,3.0,35.0,4.0,2283.0,20.0
NO,2013111011,True,25.099999999999994,15.0,6.0,5.0,36.0,1.0,2376.0,49.0
TB,2013111100,True,26.909090909090907,7.0,0.0,2.0,35.0,2.0,2088.0,22.0
TEN,2013111400,True,23.25,6.0,5.5,4.0,24.0,2.0,1657.0,27.0
BUF,2013111700,True,24.444444444444443,5.0,5.0,2.0,35.0,1.0,,36.0
TB,2013111708,True,37.22222222222222,5.0,5.0,3.5,38.0,2.0,1993.0,40.0
PIT,2013111707,True,27.22222222222223,9.0,3.5,1.0,23.0,1.0,1936.0,37.0
PHI,2013111706,True,21.22222222222223,9.0,5.0,3.5,32.0,3.0,1578.0,24.0
JAC,2013111704,True,34.14285714285714,3.0,2.0,1.5,16.0,2.0,1447.0,14.0
HOU,2013111703,True,23.13333333333334,10.0,0.0,3.0,21.0,2.0,1709.0,22.0
CHI,2013111701,True,23.125,4.0,1.0,3.0,25.0,2.0,933.0,22.0
CIN,2013111702,True,36.5,4.0,0.0,3.0,28.0,0.0,1656.0,39.0
MIA,2013111705,True,21.0,5.0,2.0,5.0,19.0,4.0,1716.0,20.0
NYG,2013111712,True,24.714285714285708,4.0,3.0,2.5,24.0,4.0,2114.0,26.0
SEA,2013111711,True,27.375,7.0,7.0,2.0,27.0,1.0,1551.0,40.0
NO,2013111710,True,25.909090909090907,5.0,4.0,4.0,22.0,1.0,2076.0,23.0
DEN,2013111709,True,23.0,6.0,5.5,2.5,36.0,0.0,1793.0,27.0
CAR,2013111800,True,16.16666666666667,6.0,5.0,3.0,23.0,3.0,1754.0,24.0
ATL,2013112100,True,19.75,3.0,6.0,3.5,22.0,5.0,2026.0,13.0
DET,2013112402,True,27.5,12.0,2.5,2.5,24.0,2.0,2002.0,21.0
GB,2013112403,True,19.92857142857143,11.0,0.0,4.0,33.0,2.0,2067.0,26.0
HOU,2013112404,True,20.900000000000006,3.0,2.0,3.0,21.0,2.0,1579.0,6.0
KC,2013112405,True,26.692307692307693,8.0,4.0,3.0,17.0,3.0,1738.0,38.0
MIA,2013112406,True,26.272727272727266,7.0,3.0,3.0,17.0,3.0,1788.0,16.0
CLE,2013112401,True,20.0,1.0,0.0,,15.0,5.0,1581.0,11.0
STL,2013112407,True,21.714285714285708,12.0,0.0,4.0,26.0,2.0,1431.0,41.0
BAL,2013112400,True,35.599999999999994,5.0,1.0,1.0,31.0,4.0,2045.0,19.0
OAK,2013112409,True,28.818181818181813,7.0,5.5,4.0,23.0,0.0,1448.0,19.0
ARI,2013112408,True,29.57142857142857,10.0,4.0,3.0,30.0,3.0,2209.0,39.0
NYG,2013112410,True,25.63636363636364,9.0,0.0,5.0,31.0,2.0,1839.0,21.0
NE,2013112411,True,29.75,4.0,5.0,2.0,31.0,3.0,2042.0,34.0
WAS,2013112500,True,20.400000000000006,2.0,1.0,3.0,27.0,4.0,1714.0,6.0
DET,2013112800,True,29.900000000000006,15.0,6.0,4.0,41.0,1.0,2426.0,40.0
DAL,2013112801,True,29.099999999999994,5.0,5.0,4.0,29.0,2.0,1945.0,31.0
BAL,2013112802,True,36.75,4.0,2.0,2.5,22.0,2.0,1796.0,22.0
IND,2013120102,True,19.22222222222223,9.0,0.0,4.0,23.0,5.0,1565.0,22.0
CLE,2013120101,True,20.769230769230774,0.0,0.0,,30.0,3.0,1764.0,28.0
CAR,2013120100,True,29.42857142857143,8.0,9.0,2.5,34.0,0.0,2064.0,27.0
MIN,2013120104,True,20.25,16.0,0.0,4.0,40.0,5.0,2345.0,23.0
HOU,2013120109,True,23.599999999999994,6.0,0.0,4.0,27.0,1.0,1574.0,31.0
PHI,2013120106,True,23.77777777777777,7.0,0.0,3.0,31.0,5.0,1766.0,24.0
NYJ,2013120105,True,27.444444444444443,3.0,0.0,3.0,22.0,4.0,1268.0,3.0
BUF,2013120107,True,21.07692307692308,6.0,0.5,3.0,31.0,0.0,1491.0,31.0
SF,2013120108,True,24.75,7.0,4.0,3.0,29.0,4.0,1984.0,23.0
SD,2013120110,True,18.625,5.0,4.0,4.0,24.0,2.0,1820.0,10.0
KC,2013120103,True,26.22222222222223,11.0,5.0,3.0,25.0,0.0,1916.0,28.0
WAS,2013120111,True,27.090909090909093,5.0,5.0,2.0,31.0,5.0,1895.0,17.0
SEA,2013120200,True,20.25,8.0,7.0,3.0,37.0,1.0,2018.0,33.0
JAC,2013120500,True,24.799999999999997,6.0,0.0,2.0,28.0,1.0,1478.0,27.0
CIN,2013120801,True,27.75,9.0,6.0,4.0,32.0,0.0,2265.0,42.0
NE,2013120802,True,22.0,9.0,4.0,3.0,21.0,4.0,1699.0,27.0
NYJ,2013120803,True,25.75,6.0,6.0,3.0,32.0,1.0,1766.0,36.0
WAS,2013120808,True,29.16666666666667,5.0,0.0,3.0,17.0,6.0,1550.0,10.0
BAL,2013120800,True,32.86666666666666,4.0,1.5,2.0,27.0,2.0,1932.0,29.0
GB,2013120813,True,25.125,6.0,4.5,3.0,32.0,5.0,2012.0,22.0
TB,2013120807,True,32.727272727272734,3.0,0.0,2.5,36.0,1.0,1910.0,27.0
PIT,2013120806,True,25.75,4.0,5.0,4.0,18.0,2.0,1427.0,27.0
PHI,2013120805,True,26.545454545454547,13.0,0.0,3.0,46.0,0.0,1887.0,34.0
DEN,2013120809,True,29.200000000000003,12.0,4.0,3.0,29.0,0.0,2361.0,51.0
ARI,2013120810,True,28.77777777777777,4.0,7.0,2.0,31.0,1.0,2107.0,29.0
SF,2013120812,True,35.0,6.0,0.0,3.0,32.0,2.0,1948.0,19.0
SD,2013120811,True,21.0,4.0,6.0,3.0,40.0,2.0,2216.0,37.0
NO,2013120804,True,28.888888888888886,8.0,5.5,3.0,15.0,2.0,1653.0,31.0
CHI,2013120900,True,30.25,9.0,7.0,4.0,31.0,1.0,2204.0,45.0
DEN,2013121200,True,19.111111111111114,4.0,5.0,2.0,11.0,1.0,1271.0,20.0
ATL,2013121500,True,30.888888888888886,1.0,3.0,2.0,20.0,3.0,2032.0,27.0
TB,2013121508,True,23.66666666666667,2.0,0.0,3.0,12.0,4.0,1210.0,14.0
