Team,Game_ID,Home,Average Starting Field Position,Big Plays,Median Pass Yards,Median Rush Yards,Number Of Runs,Sacks,Time Of Possession,Total Points
BUF,2014122807,False,28.25,4.0,5.0,4.0,31.0,2.0,1743.0,17.0
JAC,2014122803,False,20.545454545454547,6.0,0.0,4.0,14.0,5.0,1201.0,16.0
SD,2014122804,False,25.454545454545453,8.0,0.0,4.0,25.0,7.0,1877.0,7.0
NYJ,2014122805,False,31.0,9.0,7.0,2.0,34.0,1.0,1876.0,37.0
CHI,2014122806,False,28.714285714285708,4.0,1.5,3.0,21.0,2.0,1893.0,9.0
OAK,2014122813,False,20.84615384615384,1.0,0.0,3.0,18.0,3.0,1619.0,13.0
ARI,2014122814,False,19.5,9.0,1.0,4.0,25.0,2.0,1836.0,17.0
DET,2014122802,False,31.5,8.0,0.0,2.0,24.0,2.0,1540.0,20.0
STL,2014122815,False,25.25,4.0,6.0,2.0,19.0,4.0,1729.0,6.0
CAR,2014122800,False,19.285714285714292,7.0,5.0,4.0,35.0,1.0,1873.0,32.0
CIN,2014122809,False,30.400000000000006,4.0,6.0,2.0,29.0,3.0,2098.0,17.0
PIT,2015091000,False,20.875,9.0,5.0,5.0,25.0,3.0,1925.0,21.0
GB,2015091300,False,28.33333333333333,7.0,5.0,3.5,28.0,0.0,1688.0,31.0
KC,2015091306,False,34.08333333333333,5.0,6.0,3.0,29.0,2.0,2119.0,27.0
CLE,2015091305,False,22.555555555555557,5.0,2.0,3.0,28.0,3.0,1900.0,10.0
IND,2015091304,False,18.599999999999994,3.0,1.0,2.5,16.0,2.0,2644.0,14.0
MIA,2015091303,False,20.200000000000003,6.0,4.0,2.0,17.0,3.0,1326.0,16.0
CAR,2015091302,False,28.125,4.0,4.0,2.0,33.0,2.0,2046.0,19.0
SEA,2015091301,False,28.700000000000003,5.0,4.0,2.0,32.0,6.0,2237.0,29.0
NO,2015091307,False,20.099999999999994,6.0,3.0,2.5,20.0,2.0,2004.0,19.0
DET,2015091308,False,29.66666666666667,7.0,6.0,3.0,16.0,1.0,1308.0,27.0
TEN,2015091311,False,32.71428571428571,9.0,12.0,3.0,29.0,2.0,1881.0,41.0
CIN,2015091310,False,22.33333333333333,8.0,6.5,3.0,29.0,0.0,1952.0,33.0
BAL,2015091309,False,23.599999999999994,2.0,0.0,2.0,23.0,2.0,1363.0,12.0
NYG,2015091312,False,18.25,2.0,3.0,3.0,24.0,1.0,1370.0,25.0
PHI,2015091400,False,19.272727272727266,7.0,5.0,2.0,16.0,0.0,1473.0,24.0
MIN,2015091401,False,22.22222222222223,9.0,2.0,4.0,17.0,5.0,1618.0,3.0
DEN,2015091700,False,25.900000000000006,7.0,2.5,0.0,22.0,3.0,1861.0,30.0
HOU,2015092000,False,23.58333333333333,3.0,0.0,3.0,23.0,1.0,1651.0,17.0
SF,2015092009,False,19.700000000000003,4.0,3.5,3.0,31.0,5.0,2219.0,18.0
TB,2015092008,False,30.25,7.0,3.5,3.0,35.0,3.0,1712.0,26.0
DET,2015092007,False,18.555555555555557,4.0,3.5,2.0,17.0,1.0,1734.0,16.0
ARI,2015092006,False,34.71428571428571,6.0,6.0,3.5,26.0,0.0,1804.0,47.0
NE,2015092001,False,34.36363636363636,9.0,6.0,3.5,12.0,2.0,,40.0
SD,2015092002,False,16.85714285714286,5.0,8.5,4.0,25.0,4.0,1809.0,19.0
TEN,2015092003,False,23.25,6.0,0.0,4.0,30.0,7.0,2111.0,14.0
ATL,2015092004,False,16.625,7.0,5.0,2.0,21.0,2.0,1895.0,24.0
STL,2015092005,False,26.181818181818187,3.0,0.0,3.0,13.0,1.0,1326.0,10.0
MIA,2015092011,False,23.16666666666667,8.0,4.0,3.0,16.0,2.0,1792.0,20.0
BAL,2015092010,False,19.700000000000003,10.0,6.0,4.0,25.0,0.0,1827.0,33.0
DAL,2015092012,False,24.555555555555557,4.0,5.0,3.0,31.0,3.0,2430.0,19.0
SEA,2015092013,False,23.444444444444443,5.0,5.0,6.0,25.0,2.0,1602.0,17.0
NYJ,2015092100,False,23.0,7.0,4.0,2.0,27.0,1.0,1908.0,20.0
WAS,2015092400,False,24.090909090909093,7.0,4.0,3.5,20.0,1.0,1696.0,21.0
ATL,2015092700,False,18.33333333333333,8.0,5.5,4.0,31.0,1.0,2053.0,39.0
IND,2015092709,False,23.58333333333333,9.0,5.0,4.0,20.0,3.0,1501.0,34.0
OAK,2015092708,False,24.099999999999994,8.0,7.0,3.0,29.0,0.0,1947.0,27.0
CIN,2015092707,False,25.0,8.0,5.5,3.0,29.0,2.0,1808.0,28.0
JAC,2015092706,False,19.799999999999997,5.0,0.0,3.0,20.0,2.0,1520.0,17.0
NO,2015092701,False,22.75,4.0,8.0,3.0,24.0,1.0,1964.0,22.0
PHI,2015092702,False,22.272727272727266,5.0,0.0,2.0,36.0,1.0,1691.0,23.0
TB,2015092703,False,22.454545454545453,10.0,0.0,2.5,20.0,0.0,1424.0,9.0
SD,2015092704,False,16.599999999999994,6.0,5.0,3.0,28.0,4.0,2009.0,14.0
PIT,2015092705,False,20.0,5.0,6.0,2.0,20.0,5.0,1939.0,12.0
SF,2015092710,False,22.545454545454547,1.0,0.0,3.0,29.0,2.0,1408.0,7.0
BUF,2015092712,False,23.714285714285708,7.0,8.0,3.0,33.0,0.0,1913.0,40.0
CHI,2015092711,False,21.200000000000003,1.0,0.0,3.0,27.0,2.0,1644.0,0.0
DEN,2015092713,False,21.0,5.0,5.0,2.0,18.0,1.0,1732.0,24.0
KC,2015092800,False,23.83333333333333,7.0,0.0,3.0,18.0,7.0,1590.0,28.0
BAL,2015100100,False,29.900000000000006,5.0,1.0,4.0,39.0,5.0,2258.0,23.0
NYJ,2015100400,False,22.099999999999994,7.0,5.0,3.0,39.0,0.0,2243.0,27.0
JAC,2015100404,False,22.181818181818187,6.0,2.5,4.0,28.0,1.0,2170.0,13.0
NYG,2015100407,False,25.77777777777777,4.0,1.0,3.0,27.0,1.0,,24.0
CAR,2015100406,False,29.57142857142857,4.0,0.0,4.0,30.0,2.0,1670.0,36.0
PHI,2015100405,False,30.36363636363636,6.0,0.0,3.0,18.0,5.0,1122.0,20.0
OAK,2015100401,False,25.0,3.0,4.0,2.5,22.0,2.0,1591.0,20.0
HOU,2015100402,False,23.92307692307692,8.0,0.5,2.0,17.0,1.0,1448.0,21.0
KC,2015100403,False,15.333333333333329,7.0,6.0,4.0,23.0,5.0,2213.0,21.0
CLE,2015100408,False,28.090909090909093,7.0,4.5,3.0,21.0,4.0,2059.0,27.0
GB,2015100409,False,28.25,5.0,4.0,4.0,33.0,3.0,2194.0,17.0
STL,2015100410,False,25.555555555555557,7.0,4.0,3.0,25.0,1.0,1607.0,24.0
MIN,2015100411,False,23.111111111111114,8.0,0.5,3.0,21.0,7.0,2034.0,20.0
DAL,2015100412,False,20.444444444444443,8.0,4.0,2.0,27.0,3.0,1760.0,20.0
DET,2015100500,False,22.0,4.0,4.0,3.0,18.0,0.0,1676.0,9.0
IND,2015100800,False,30.14285714285714,6.0,4.0,3.0,27.0,0.0,1653.0,27.0
CHI,2015101101,False,19.181818181818187,5.0,1.0,4.0,25.0,2.0,2017.0,18.0
SEA,2015101102,False,18.818181818181813,6.0,4.0,3.0,30.0,4.0,1835.0,23.0
WAS,2015101103,False,23.714285714285708,6.0,4.5,2.0,24.0,1.0,751.0,19.0
JAC,2015101104,False,23.090909090909093,6.0,5.0,2.0,17.0,6.0,1493.0,31.0
NO,2015101100,False,22.099999999999994,9.0,0.0,3.5,20.0,5.0,1558.0,17.0
CLE,2015101105,False,22.63636363636364,12.0,4.0,3.0,25.0,4.0,2351.0,33.0
STL,2015101107,False,23.33333333333333,5.0,0.0,3.0,36.0,3.0,2023.0,10.0
BUF,2015101106,False,18.444444444444443,4.0,1.0,2.0,25.0,4.0,1467.0,14.0
ARI,2015101108,False,17.125,8.0,3.0,3.0,21.0,2.0,1408.0,42.0
NE,2015101109,False,32.55555555555556,7.0,6.0,4.0,21.0,5.0,1608.0,30.0
DEN,2015101110,False,24.42857142857143,4.0,4.0,2.0,18.0,2.0,1543.0,15.0
SF,2015101111,False,20.77777777777777,10.0,4.0,4.0,26.0,2.0,1682.0,27.0
PIT,2015101200,False,23.700000000000003,6.0,0.0,4.0,27.0,3.0,1577.0,23.0
ATL,2015101500,False,25.909090909090907,8.0,6.0,5.0,21.0,5.0,1650.0,21.0
WAS,2015101801,False,18.5,2.0,2.0,1.0,17.0,1.0,1641.0,19.0
ARI,2015101802,False,25.16666666666667,7.0,7.0,3.0,19.0,1.0,1862.0,13.0
KC,2015101803,False,23.888888888888886,4.0,4.5,3.0,18.0,2.0,1613.0,10.0
CIN,2015101804,False,37.44444444444444,4.0,6.0,2.5,26.0,0.0,,34.0
CHI,2015101800,False,31.538461538461533,8.0,5.0,2.0,31.0,1.0,1114.0,34.0
DEN,2015101805,False,21.0,6.0,1.0,3.0,33.0,0.0,2203.0,25.0
HOU,2015101807,False,27.125,6.0,5.0,3.0,29.0,1.0,1801.0,30.0
MIA,2015101806,False,16.0,8.0,7.0,4.0,32.0,2.0,1913.0,37.0
CAR,2015101808,False,22.769230769230774,5.0,5.0,4.0,32.0,3.0,1932.0,27.0
SD,2015101809,False,18.400000000000006,6.0,6.5,2.0,21.0,3.0,2280.0,20.0
BAL,2015101810,False,25.099999999999994,9.0,4.5,2.5,22.0,0.0,1972.0,20.0
NE,2015101811,False,25.454545454545453,7.0,5.0,3.0,23.0,2.0,1648.0,34.0
NYG,2015101900,False,20.22222222222223,3.0,5.0,3.0,23.0,3.0,1770.0,7.0
SEA,2015102200,False,27.0,8.0,4.0,3.0,38.0,5.0,2285.0,20.0
BUF,2015102500,False,29.58333333333333,4.0,1.5,4.0,29.0,4.0,1882.0,30.0
TB,2015102505,False,20.77777777777777,9.0,8.5,4.5,30.0,1.0,1880.0,29.0
ATL,2015102508,False,20.555555555555557,7.0,4.5,3.0,29.0,0.0,2085.0,10.0
NO,2015102507,False,27.400000000000006,11.0,3.0,2.5,32.0,2.0,2281.0,27.0
MIN,2015102506,False,27.545454545454547,8.0,2.0,1.5,34.0,4.0,2187.0,28.0
PIT,2015102504,False,24.77777777777777,9.0,0.0,3.0,23.0,2.0,1654.0,13.0
CLE,2015102501,False,18.0,6.0,5.0,2.5,24.0,4.0,2133.0,6.0
HOU,2015102502,False,22.66666666666667,5.0,0.0,2.0,25.0,4.0,1675.0,26.0
NYJ,2015102503,False,22.0,6.0,4.0,3.0,29.0,2.0,1957.0,23.0
OAK,2015102509,False,42.3,10.0,6.0,3.0,25.0,1.0,1844.0,37.0
DAL,2015102510,False,25.5,10.0,5.0,4.0,41.0,1.0,2284.0,20.0
PHI,2015102511,False,18.099999999999994,5.0,0.0,2.5,30.0,5.0,1865.0,16.0
BAL,2015102600,False,32.900000000000006,6.0,4.0,1.0,16.0,3.0,1799.0,18.0
MIA,2015102900,False,19.92307692307692,7.0,3.0,0.0,13.0,5.0,1643.0,7.0
DET,2015110100,False,16.818181818181813,4.0,1.0,3.0,14.0,6.0,1546.0,10.0
TB,2015110105,False,20.0,6.0,3.0,3.0,31.0,2.0,1806.0,23.0
ARI,2015110108,False,25.5,7.0,6.5,3.0,36.0,1.0,2058.0,34.0
SF,2015110107,False,19.0,1.0,0.0,2.0,20.0,3.0,1682.0,6.0
NYG,2015110106,False,28.5,9.0,6.5,3.0,21.0,3.0,1501.0,48.0
MIN,2015110104,False,25.14285714285714,5.0,0.0,5.0,25.0,1.0,1616.0,22.0
SD,2015110101,False,19.22222222222223,4.0,5.0,3.0,26.0,1.0,1806.0,26.0
CIN,2015110102,False,26.111111111111114,6.0,4.0,4.0,21.0,3.0,1786.0,16.0
TEN,2015110103,False,24.16666666666667,2.0,1.5,2.0,20.0,7.0,1868.0,6.0
NYJ,2015110109,False,21.900000000000006,5.0,4.5,3.0,21.0,3.0,1762.0,20.0
SEA,2015110110,False,20.33333333333333,4.0,7.0,3.5,30.0,0.0,1778.0,13.0
GB,2015110111,False,23.22222222222223,4.0,0.0,2.0,21.0,3.0,1593.0,10.0
IND,2015110200,False,28.07142857142857,4.0,0.0,4.0,35.0,2.0,1258.0,26.0
CLE,2015110500,False,25.444444444444443,3.0,0.0,4.0,17.0,3.0,1437.0,10.0
GB,2015110801,False,25.0,12.0,0.0,3.0,19.0,5.0,1668.0,29.0
WAS,2015110802,False,19.14285714285714,2.0,2.0,2.0,15.0,1.0,1378.0,10.0
TEN,2015110803,False,26.0,10.0,5.0,2.0,28.0,0.0,1934.0,34.0
MIA,2015110804,False,15.111111111111114,9.0,5.0,3.0,23.0,2.0,,17.0
STL,2015110800,False,24.384615384615387,8.0,0.0,2.0,37.0,1.0,1947.0,18.0
JAC,2015110805,False,25.230769230769226,12.0,1.0,2.0,19.0,6.0,1756.0,23.0
OAK,2015110806,False,27.08333333333333,10.0,0.5,3.0,24.0,0.0,1674.0,35.0
NYG,2015110807,False,19.375,1.0,4.0,3.0,32.0,0.0,2095.0,32.0
ATL,2015110808,False,35.888888888888886,5.0,4.0,1.0,14.0,2.0,1928.0,16.0
DEN,2015110809,False,23.900000000000006,5.0,1.0,2.0,14.0,1.0,1281.0,23.0
PHI,2015110810,False,18.454545454545453,8.0,2.0,4.0,34.0,1.0,1533.0,32.0
CHI,2015110900,False,25.5,7.0,6.0,3.0,27.0,1.0,2015.0,22.0
BUF,2015111200,False,23.875,8.0,1.0,2.5,32.0,4.0,1996.0,22.0
DET,2015111501,False,34.16666666666667,2.0,4.0,1.0,26.0,0.0,1841.0,18.0
DAL,2015111502,False,29.0,3.0,4.0,2.0,21.0,3.0,1804.0,6.0
CAR,2015111503,False,29.5,8.0,7.0,3.0,32.0,5.0,2155.0,27.0
CHI,2015111504,False,17.444444444444443,5.0,4.0,3.0,35.0,2.0,2060.0,37.0
NO,2015111500,False,20.272727272727266,3.0,4.0,3.0,25.0,2.0,1586.0,14.0
MIA,2015111505,False,24.272727272727266,6.0,0.0,3.0,24.0,4.0,1733.0,20.0
CLE,2015111507,False,19.875,7.0,5.0,0.0,14.0,6.0,1963.0,9.0
JAC,2015111506,False,22.400000000000006,5.0,0.0,2.5,22.0,3.0,1832.0,22.0
MIN,2015111508,False,33.44444444444444,8.0,1.0,5.0,33.0,4.0,1981.0,30.0
NE,2015111509,False,27.090909090909093,4.0,4.5,3.0,22.0,3.0,1896.0,27.0
KC,2015111510,False,44.666666666666664,4.0,0.0,2.5,30.0,2.0,2001.0,29.0
ARI,2015111511,False,27.615384615384613,7.0,7.0,2.0,30.0,3.0,2332.0,39.0
HOU,2015111600,False,26.5,6.0,0.0,3.0,23.0,3.0,1701.0,10.0
TEN,2015111900,False,17.599999999999994,7.0,6.0,2.5,26.0,4.0,1895.0,13.0
OAK,2015112201,False,25.77777777777777,4.0,1.0,2.0,21.0,1.0,1438.0,13.0
IND,2015112202,False,21.555555555555557,2.0,6.0,2.0,27.0,2.0,1959.0,23.0
STL,2015112208,False,25.444444444444443,3.0,0.0,2.0,29.0,1.0,1600.0,13.0
TB,2015112204,False,24.5,9.0,5.0,3.0,39.0,1.0,2134.0,44.0
DEN,2015112200,False,28.57142857142857,6.0,6.0,5.0,35.0,5.0,1993.0,17.0
NYJ,2015112203,False,24.384615384615387,6.0,0.0,3.0,20.0,3.0,1595.0,17.0
WAS,2015112206,False,30.615384615384613,3.0,4.0,1.5,12.0,5.0,1313.0,16.0
DAL,2015112207,False,20.299999999999997,7.0,8.0,2.0,37.0,2.0,2330.0,23.0
KC,2015112211,False,27.700000000000003,8.0,5.5,3.0,31.0,3.0,2008.0,32.0
GB,2015112205,False,28.0,5.0,0.0,2.5,32.0,2.0,1813.0,30.0
SF,2015112210,False,17.799999999999997,7.0,0.5,4.0,16.0,2.0,1341.0,13.0
CIN,2015112209,False,22.799999999999997,6.0,1.0,2.0,28.0,4.0,1875.0,31.0
BUF,2015112300,False,22.727272727272734,4.0,4.0,3.0,29.0,2.0,1975.0,13.0
PHI,2015112600,False,25.08333333333333,5.0,1.0,2.0,24.0,6.0,1369.0,14.0
CAR,2015112601,False,30.714285714285708,4.0,2.0,4.0,36.0,1.0,2114.0,31.0
CHI,2015112602,False,24.0,6.0,4.5,4.0,30.0,1.0,1872.0,17.0
NO,2015112903,False,22.33333333333333,6.0,0.0,1.0,10.0,2.0,1417.0,6.0
STL,2015112902,False,24.299999999999997,3.0,3.0,3.0,17.0,1.0,1793.0,7.0
MIN,2015112901,False,26.200000000000003,5.0,5.5,3.0,36.0,0.0,2008.0,20.0
NYG,2015112900,False,19.36363636363636,6.0,0.0,2.0,13.0,3.0,1433.0,14.0
TB,2015112904,False,18.799999999999997,7.0,0.0,4.0,21.0,5.0,1655.0,12.0
BUF,2015112908,False,26.400000000000006,6.0,1.5,3.5,28.0,1.0,1832.0,22.0
OAK,2015112907,False,27.0,8.0,5.0,2.0,29.0,1.0,2095.0,24.0
SD,2015112906,False,25.799999999999997,8.0,5.0,3.0,24.0,2.0,1884.0,31.0
MIA,2015112905,False,28.230769230769226,5.0,1.0,1.0,9.0,3.0,1724.0,20.0
ARI,2015112909,False,25.5,5.0,4.0,2.0,27.0,1.0,2247.0,19.0
PIT,2015112910,False,22.5,8.0,5.0,4.0,13.0,2.0,1920.0,30.0
NE,2015112911,False,27.769230769230774,5.0,0.0,2.0,16.0,3.0,657.0,24.0
BAL,2015113000,False,24.799999999999997,4.0,3.5,2.0,23.0,0.0,1770.0,32.0
GB,2015120300,False,21.0,6.0,3.0,2.0,24.0,3.0,1616.0,27.0
NYJ,2015120600,False,24.16666666666667,9.0,6.0,2.0,24.0,3.0,2311.0,23.0
ARI,2015120609,False,16.5,11.0,5.0,3.0,33.0,2.0,2387.0,27.0
ATL,2015120608,False,20.75,5.0,5.0,2.5,18.0,3.0,1725.0,19.0
SEA,2015120606,False,30.0,8.0,7.5,4.0,34.0,2.0,2110.0,38.0
SF,2015120605,False,22.0,3.0,0.0,4.0,23.0,4.0,1463.0,26.0
JAC,2015120604,False,23.599999999999994,6.0,3.0,4.0,20.0,2.0,1586.0,39.0
HOU,2015120601,False,24.555555555555557,8.0,5.0,3.5,26.0,2.0,,21.0
BAL,2015120602,False,23.91666666666667,6.0,4.0,3.0,26.0,3.0,2289.0,13.0
CIN,2015120603,False,29.0,9.0,7.0,3.0,33.0,1.0,1858.0,37.0
KC,2015120610,False,22.375,4.0,2.0,3.0,20.0,4.0,1532.0,32.0
DEN,2015120611,False,25.66666666666667,3.0,6.0,3.0,38.0,1.0,1977.0,16.0
PHI,2015120612,False,30.888888888888886,4.0,4.0,3.5,32.0,1.0,1546.0,32.0
CAR,2015120607,False,23.36363636363636,6.0,6.0,2.5,32.0,1.0,2194.0,41.0
IND,2015120613,False,42.416666666666664,4.0,1.0,3.0,17.0,5.0,1630.0,10.0
DAL,2015120700,False,32.75,6.0,2.5,3.5,24.0,1.0,1671.0,19.0
MIN,2015121000,False,21.375,9.0,7.0,3.0,24.0,3.0,1681.0,20.0
BUF,2015121300,False,27.63636363636364,8.0,4.0,4.0,31.0,1.0,2095.0,20.0
SEA,2015121313,False,16.714285714285708,7.0,8.0,4.0,33.0,0.0,2143.0,35.0
SF,2015121310,False,24.75,3.0,0.0,3.0,17.0,9.0,1341.0,10.0
DET,2015121309,False,20.36363636363636,4.0,4.0,4.0,19.0,4.0,2028.0,14.0
TEN,2015121301,False,17.0,5.0,0.0,2.0,13.0,5.0,1440.0,8.0
PIT,2015121302,False,29.14285714285714,5.0,6.0,2.0,26.0,2.0,2147.0,32.0
IND,2015121304,False,25.85714285714286,6.0,0.0,4.0,23.0,3.0,1848.0,15.0
SD,2015121305,False,26.714285714285708,5.0,0.0,3.0,18.0,5.0,1870.0,3.0
WAS,2015121306,False,18.5,7.0,7.0,3.0,32.0,3.0,2043.0,24.0
ATL,2015121307,False,25.272727272727266,3.0,3.0,1.0,15.0,5.0,1687.0,0.0
NO,2015121308,False,27.888888888888886,6.0,6.0,3.0,33.0,2.0,2234.0,24.0
OAK,2015121311,False,35.727272727272734,3.0,0.0,1.0,19.0,3.0,1442.0,15.0
DAL,2015121312,False,21.272727272727266,4.0,0.0,3.0,20.0,2.0,1332.0,7.0
NE,2015121303,False,30.66666666666667,5.0,4.0,2.0,28.0,3.0,2114.0,27.0
NYG,2015121400,False,16.909090909090907,5.0,6.0,2.0,30.0,0.0,1831.0,31.0
TB,2015121700,False,19.0,11.0,6.0,4.0,27.0,0.0,1880.0,23.0
NYJ,2015121900,False,21.5,5.0,5.0,2.0,25.0,2.0,1937.0,19.0
CAR,2015122000,False,22.461538461538467,9.0,3.0,2.0,29.0,3.0,1847.0,38.0
TEN,2015122005,False,27.615384615384613,4.0,4.0,3.0,21.0,5.0,1823.0,16.0
BUF,2015122007,False,19.900000000000006,9.0,0.0,6.0,32.0,5.0,1856.0,25.0
KC,2015122006,False,20.285714285714292,3.0,6.0,3.0,26.0,3.0,1939.0,32.0
HOU,2015122004,False,19.799999999999997,5.0,5.0,2.5,34.0,3.0,2036.0,16.0
ATL,2015122003,False,28.400000000000006,5.0,5.0,2.0,31.0,1.0,2059.0,23.0
CHI,2015122002,False,31.909090909090907,4.0,5.0,4.5,20.0,5.0,1669.0,17.0
GB,2015122009,False,29.099999999999994,4.0,0.0,3.0,27.0,2.0,1769.0,29.0
CLE,2015122008,False,25.14285714285714,3.0,0.0,4.0,17.0,3.0,1527.0,13.0
CIN,2015122012,False,25.77777777777777,4.0,2.0,2.0,36.0,4.0,1860.0,24.0
MIA,2015122011,False,22.555555555555557,3.0,3.0,2.0,19.0,3.0,1267.0,14.0
DEN,2015122010,False,20.92307692307692,7.0,0.0,3.0,24.0,2.0,1724.0,27.0
ARI,2015122001,False,20.714285714285708,10.0,5.0,4.0,37.0,2.0,2248.0,39.0
DET,2015122100,False,35.2,9.0,7.0,5.0,21.0,3.0,1776.0,35.0
SD,2015122400,False,20.91666666666667,6.0,4.0,2.0,25.0,1.0,2100.0,20.0
WAS,2015122600,False,24.41666666666667,7.0,5.0,3.0,22.0,2.0,2055.0,37.0
SF,2015122705,False,18.099999999999994,7.0,2.5,2.0,23.0,3.0,1410.0,17.0
PIT,2015122712,False,19.090909090909093,7.0,3.0,3.5,20.0,3.0,1540.0,17.0
DAL,2015122709,False,29.200000000000003,6.0,0.0,4.5,24.0,0.0,,6.0
CHI,2015122708,False,27.285714285714292,4.0,5.0,4.0,39.0,1.0,2223.0,26.0
CAR,2015122707,False,19.16666666666667,5.0,1.5,6.0,20.0,2.0,1462.0,13.0
IND,2015122701,False,22.75,4.0,3.0,2.5,22.0,2.0,1631.0,18.0
NE,2015122702,False,21.099999999999994,6.0,4.0,2.0,21.0,2.0,1713.0,19.0
HOU,2015122703,False,23.16666666666667,4.0,6.0,3.0,39.0,1.0,2173.0,33.0
CLE,2015122704,False,22.77777777777777,5.0,0.0,4.0,36.0,0.0,1864.0,13.0
JAC,2015122700,False,23.111111111111114,7.0,6.0,2.0,15.0,2.0,1327.0,27.0
GB,2015122710,False,18.400000000000006,4.0,0.0,3.0,25.0,9.0,1784.0,8.0
STL,2015122711,False,30.33333333333333,2.0,3.0,2.5,28.0,0.0,1674.0,22.0
NYG,2015122706,False,22.769230769230774,5.0,4.0,3.0,20.0,4.0,1503.0,17.0
CIN,2015122800,False,24.700000000000003,4.0,5.0,2.5,32.0,2.0,2242.0,17.0
NYJ,2016010300,False,21.099999999999994,5.0,0.0,3.0,17.0,1.0,,17.0
NE,2016010301,False,20.799999999999997,2.0,0.0,2.0,26.0,2.0,1735.0,10.0
NO,2016010311,False,20.66666666666667,6.0,5.0,3.5,20.0,0.0,1771.0,20.0
DET,2016010309,False,14.0,5.0,5.0,3.5,18.0,4.0,1933.0,24.0
PHI,2016010308,False,16.200000000000003,7.0,4.0,3.5,24.0,1.0,1686.0,34.0
WAS,2016010307,False,28.111111111111114,9.0,5.0,3.0,33.0,1.0,2037.0,34.0
TEN,2016010305,False,22.36363636363636,3.0,0.0,4.0,26.0,4.0,1603.0,24.0
BAL,2016010302,False,25.91666666666667,6.0,0.0,2.0,21.0,1.0,1756.0,16.0
PIT,2016010303,False,28.375,9.0,5.0,2.0,17.0,0.0,1563.0,28.0
JAC,2016010304,False,29.099999999999994,5.0,0.0,3.0,14.0,8.0,1463.0,6.0
OAK,2016010306,False,21.888888888888886,3.0,0.5,2.5,16.0,6.0,1505.0,16.0
SD,2016010313,False,21.33333333333333,3.0,3.0,3.0,29.0,3.0,2072.0,20.0
TB,2016010312,False,19.625,7.0,4.0,3.0,22.0,2.0,1690.0,10.0
SEA,2016010314,False,44.714285714285715,5.0,6.0,3.0,35.0,1.0,2197.0,36.0
STL,2016010315,False,19.5,5.0,5.0,3.0,33.0,0.0,2304.0,16.0
MIN,2016010310,False,26.85714285714286,3.0,0.0,3.0,27.0,3.0,1458.0,19.0
CAR,2016090800,False,26.714285714285708,3.0,1.0,4.0,32.0,3.0,1933.0,20.0
TB,2016091100,False,19.454545454545453,7.0,4.5,3.0,26.0,0.0,1657.0,31.0
MIN,2016091108,False,33.0,4.0,3.0,2.0,27.0,0.0,1775.0,24.0
CLE,2016091107,False,19.5,6.0,0.0,4.0,21.0,3.0,1240.0,10.0
CIN,2016091106,False,21.444444444444443,6.0,5.0,3.5,18.0,7.0,1507.0,23.0
OAK,2016091105,False,21.77777777777777,8.0,4.0,3.5,26.0,0.0,1825.0,35.0
SD,2016091104,False,28.090909090909093,5.0,5.0,4.0,31.0,1.0,1133.0,27.0
BUF,2016091101,False,27.42857142857143,4.0,1.5,3.0,24.0,2.0,1627.0,7.0
CHI,2016091102,False,25.090909090909093,6.0,0.0,4.0,20.0,5.0,1421.0,14.0
GB,2016091103,False,18.625,5.0,3.5,3.0,24.0,1.0,1683.0,27.0
MIA,2016091109,False,25.77777777777777,3.0,0.0,2.5,20.0,4.0,1528.0,10.0
NYG,2016091110,False,24.33333333333333,4.0,4.5,3.5,24.0,2.0,1397.0,20.0
DET,2016091111,False,23.272727272727266,8.0,7.0,5.0,23.0,1.0,1836.0,39.0
NE,2016091112,False,23.0,9.0,5.0,2.5,30.0,2.0,2030.0,23.0
PIT,2016091200,False,23.33333333333333,9.0,5.0,4.0,29.0,1.0,1998.0,38.0
LA,2016091201,False,30.33333333333333,2.0,0.0,2.5,22.0,2.0,1670.0,0.0
NYJ,2016091500,False,23.625,10.0,6.0,3.0,35.0,1.0,,37.0
SF,2016091800,False,26.85714285714286,4.0,0.0,2.0,26.0,2.0,1443.0,27.0
DAL,2016091807,False,24.285714285714292,7.0,7.0,3.0,30.0,4.0,1971.0,27.0
CIN,2016091806,False,17.615384615384613,9.0,4.0,2.0,18.0,1.0,1617.0,16.0
NO,2016091805,False,25.5,5.0,4.5,3.0,13.0,2.0,1537.0,13.0
MIA,2016091804,False,20.099999999999994,9.0,6.0,4.0,16.0,0.0,1394.0,24.0
KC,2016091803,False,28.63636363636364,5.0,0.0,2.0,19.0,4.0,1561.0,12.0
TEN,2016091802,False,13.222222222222229,5.0,5.0,4.0,23.0,3.0,1851.0,16.0
BAL,2016091801,False,27.555555555555557,7.0,4.0,2.5,26.0,0.0,1859.0,23.0
SEA,2016091809,False,17.0,4.0,4.0,1.5,24.0,2.0,1791.0,3.0
TB,2016091808,False,25.83333333333333,3.0,0.0,3.0,20.0,3.0,1848.0,7.0
JAX,2016091812,False,23.454545454545453,10.0,2.0,4.0,11.0,2.0,1508.0,14.0
ATL,2016091811,False,25.77777777777777,10.0,9.0,3.0,30.0,1.0,1635.0,35.0
IND,2016091810,False,23.099999999999994,3.0,0.0,3.0,20.0,5.0,1759.0,20.0
GB,2016091813,False,20.818181818181813,3.0,0.0,2.0,23.0,5.0,1782.0,14.0
